"DBA","VIOLATION.DESCRIPTION","CRITICAL.FLAG","SCORE","GRADE","GRADE.DATE"
"marseille","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",11,"A","03/11/2019"
"marseille","Wiping cloths soiled or not stored in sanitizing solution.","Y",11,"A","03/11/2019"
"scarpetta","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",7,"A","03/21/2019"
"scarpetta","Accurate thermometer not provided in refrigerated or hot holding equipment.","N",7,"A","03/21/2019"
"scarpetta","Food contact surface not properly maintained.","N",7,"A","03/21/2019"
"il postino","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",10,"A","04/01/2019"
"il postino","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",10,"A","04/01/2019"
"il postino","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Y",10,"A","04/01/2019"
"toloache","Hot food item not held at or above 140o F.","Y",7,"A","04/04/2019"
"lincoln ristorante","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",6,"A","04/15/2019"
"nice matin","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",7,"A","04/18/2019"
"nice matin","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",7,"A","04/18/2019"
"kellari taverna","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",12,"A","05/09/2019"
"kellari taverna","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",12,"A","05/09/2019"
"obao","Live roaches present in facility's food and/or non-food areas.","Y",12,"A","05/21/2019"
"obao","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",12,"A","05/21/2019"
"obao","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",12,"A","05/21/2019"
"bar boulud","Wiping cloths soiled or not stored in sanitizing solution.","Y",5,"A","05/23/2019"
"db bistro moderne","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",4,"A","05/31/2019"
"db bistro moderne","Food contact surface not properly maintained.","N",4,"A","05/31/2019"
"ai fiori","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",12,"A","06/03/2019"
"ai fiori","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility¡¯s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Y",12,"A","06/03/2019"
"ai fiori","Proper sanitization not provided for utensil ware washing operation.","N",12,"A","06/03/2019"
"green fig","Food contact surface not properly maintained.","N",9,"A","06/05/2019"
"green fig","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",9,"A","06/05/2019"
"green fig","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",9,"A","06/05/2019"
"chez josephine","Hot food item not held at or above 140o F.","Y",27,"B","06/07/2019"
"chez josephine","Wiping cloths soiled or not stored in sanitizing solution.","Y",27,"B","06/07/2019"
"chez josephine","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",27,"B","06/07/2019"
"ousia","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",12,"A","06/07/2019"
"ousia","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.","Y",12,"A","06/07/2019"
"chez josephine","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",27,"B","06/07/2019"
"'cesca","Hot food item not held at or above 140o F.","Y",12,"A","06/12/2019"
"'cesca","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Y",12,"A","06/12/2019"
"lexington brass","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Y",13,"A","06/12/2019"
"lexington brass","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",13,"A","06/12/2019"
"lexington brass","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",13,"A","06/12/2019"
"the wayfarer","Live roaches present in facility's food and/or non-food areas.","Y",13,"A","06/13/2019"
"the wayfarer","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",13,"A","06/13/2019"
"the wayfarer","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",13,"A","06/13/2019"
"remi","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility¡¯s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Y",49,"C","06/17/2019"
"remi","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",49,"C","06/17/2019"
"remi","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",49,"C","06/17/2019"
"remi","Hot food item not held at or above 140o F.","Y",49,"C","06/17/2019"
"remi","Live roaches present in facility's food and/or non-food areas.","Y",49,"C","06/17/2019"
"glass house tavern","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility¡¯s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Y",13,"A","06/26/2019"
"glass house tavern","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",13,"A","06/26/2019"
"glass house tavern","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Y",13,"A","06/26/2019"
"tavern on the green","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",13,"A","07/01/2019"
"tavern on the green","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility¡¯s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Y",13,"A","07/01/2019"
"tavern on the green","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",13,"A","07/01/2019"
"tavern on the green","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",13,"A","07/01/2019"
"almond","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",8,"A","07/08/2019"
"state grill and bar","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",8,"A","07/11/2019"
"state grill and bar","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",8,"A","07/11/2019"
"obao","Food not cooled by an approved method whereby the internal product temperature is reduced from 140o F to 70o F or less within 2 hours, and from 70o F to 41o F or less within 4 additional hours.","Y",44,"C","07/22/2019"
"obao","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility¡¯s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Y",44,"C","07/22/2019"
"obao","Live roaches present in facility's food and/or non-food areas.","Y",44,"C","07/22/2019"
"obao","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",44,"C","07/22/2019"
"obao","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",44,"C","07/22/2019"
"obao","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",44,"C","07/22/2019"
"obao","Hot food item not held at or above 140o F.","Y",44,"C","07/22/2019"
"obao","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",44,"C","07/22/2019"
"obao","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",44,"C","07/22/2019"
"ammos estiatorio","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",10,"A","07/24/2019"
"ammos estiatorio","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",10,"A","07/24/2019"
"ammos estiatorio","Food contact surface not properly maintained.","N",10,"A","07/24/2019"
"molyvos","Hot food item not held at or above 140o F.","Y",8,"A","07/30/2019"
"masseria dei vini","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",7,"A","08/05/2019"
"masseria dei vini","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",7,"A","08/05/2019"
"abc kitchen","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",13,"A","08/21/2019"
"abc kitchen","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",13,"A","08/21/2019"
"lido","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",2,"A","08/27/2019"
"the shakespeare","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",7,"A","09/04/2019"
"the shakespeare","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",7,"A","09/04/2019"
"marseille","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility¡¯s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Y",10,"A","09/09/2019"
"marseille","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",10,"A","09/09/2019"
"toloache","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility¡¯s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Y",11,"A","09/19/2019"
"toloache","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",11,"A","09/19/2019"
"vaucluse","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.","Y",12,"A","09/23/2019"
"vaucluse","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",12,"A","09/23/2019"
"db bistro moderne","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",9,"A","09/26/2019"
"db bistro moderne","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",9,"A","09/26/2019"
"craft","Hot food item not held at or above 140o F.","Y",14,"B","09/27/2019"
"craft","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Y",14,"B","09/27/2019"
"il postino","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",12,"A","10/03/2019"
"il postino","Food contact surface not properly maintained.","N",12,"A","10/03/2019"
"il postino","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",12,"A","10/03/2019"
"il postino","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",12,"A","10/03/2019"
"casa lever","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Y",11,"A","10/11/2019"
"casa lever","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",11,"A","10/11/2019"
"obao","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",27,"B","10/17/2019"
"obao","Food not cooled by an approved method whereby the internal product temperature is reduced from 140o F to 70o F or less within 2 hours, and from 70o F to 41o F or less within 4 additional hours.","Y",27,"B","10/17/2019"
"obao","Live roaches present in facility's food and/or non-food areas.","Y",27,"B","10/17/2019"
"obao","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",27,"B","10/17/2019"
"ousia","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.","Y",10,"A","10/18/2019"
"ousia","Food contact surface not properly maintained.","N",10,"A","10/18/2019"
"ousia","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",10,"A","10/18/2019"
"becco","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",13,"A","10/23/2019"
"becco","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",13,"A","10/23/2019"
"becco","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Y",13,"A","10/23/2019"
"lexington brass","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",12,"A","10/24/2019"
"la masseria","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",4,"A","10/24/2019"
"la masseria","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",4,"A","10/24/2019"
"lexington brass","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","N",12,"A","10/24/2019"
"lexington brass","Food contact surface not properly maintained.","N",12,"A","10/24/2019"
"club a steakhouse","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility¡¯s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Y",12,"A","10/25/2019"
"club a steakhouse","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Y",12,"A","10/25/2019"
"glass house tavern","Food not cooled by an approved method whereby the internal product temperature is reduced from 140o F to 70o F or less within 2 hours, and from 70o F to 41o F or less within 4 additional hours.","Y",8,"A","10/30/2019"
"toloache","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",2,"A","11/06/2019"
"ai fiori","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",12,"A","11/07/2019"
"ai fiori","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Y",12,"A","11/07/2019"
"danji","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Y",12,"A","11/08/2019"
"danji","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",12,"A","11/08/2019"
"tao downtown","Hot food item not held at or above 140o F.","Y",25,"B","11/12/2019"
"tao downtown","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",25,"B","11/12/2019"
"tao downtown","Food not cooled by an approved method whereby the internal product temperature is reduced from 140o F to 70o F or less within 2 hours, and from 70o F to 41o F or less within 4 additional hours.","Y",25,"B","11/12/2019"
"cafe d'alsace","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",12,"A","11/14/2019"
"barbounia","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","N",11,"A","11/14/2019"
"barbounia","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",11,"A","11/14/2019"
"cafe d'alsace","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",12,"A","11/14/2019"
"barbounia","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",11,"A","11/14/2019"
"taboon","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",13,"A","11/22/2019"
"taboon","Single service item reused, improperly stored, dispensed; not used when required.","N",13,"A","11/22/2019"
"taboon","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Y",13,"A","11/22/2019"
"almond","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",10,"A","11/25/2019"
"almond","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",10,"A","11/25/2019"
"kellari taverna","Live roaches present in facility's food and/or non-food areas.","Y",12,"A","11/25/2019"
"kellari taverna","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",12,"A","11/25/2019"
"kellari taverna","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",12,"A","11/25/2019"
"brasserie seoul","Proper sanitization not provided for utensil ware washing operation.","N",7,"A","11/27/2019"
"brasserie seoul","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Y",7,"A","11/27/2019"
"the wayfarer","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility¡¯s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Y",22,"B","12/02/2019"
"the wayfarer","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",22,"B","12/02/2019"
"the wayfarer","Food not cooled by an approved method whereby the internal product temperature is reduced from 140o F to 70o F or less within 2 hours, and from 70o F to 41o F or less within 4 additional hours.","Y",22,"B","12/02/2019"
"the wayfarer","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",22,"B","12/02/2019"
"anassa taverna","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",13,"A","12/12/2019"
"anassa taverna","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",13,"A","12/12/2019"
"anassa taverna","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",13,"A","12/12/2019"
"aureole","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility¡¯s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Y",12,"A","01/02/2020"
"aureole","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",12,"A","01/02/2020"
"tavern on the green","Live roaches present in facility's food and/or non-food areas.","Y",12,"A","01/15/2020"
"tavern on the green","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",12,"A","01/15/2020"
"tavern on the green","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",12,"A","01/15/2020"
"tavern on the green","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",12,"A","01/15/2020"
"ammos estiatorio","Accurate thermometer not provided in refrigerated or hot holding equipment.","N",13,"A","02/07/2020"
"ammos estiatorio","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",13,"A","02/07/2020"
"ammos estiatorio","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",13,"A","02/07/2020"
"ammos estiatorio","Evidence of rats or live rats present in facility's food and/or non-food areas.","Y",13,"A","02/07/2020"
"esca","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",9,"A","03/04/2020"
"esca","Hot food item not held at or above 140o F.","Y",9,"A","03/04/2020"
"marseille","Evidence of mice or live mice present in facility's food and/or non-food areas.","Y",13,"A","03/04/2020"
"marseille","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","N",13,"A","03/04/2020"
"marseille","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","N",13,"A","03/04/2020"
"marseille","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",13,"A","03/04/2020"
"the leopard at des artistes","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","N",12,"A","03/05/2020"
"the leopard at des artistes","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",12,"A","03/05/2020"
"21 club","Cold food item held above 41o F (smoked fish and reduced oxygen packaged foods above 38 oF) except during necessary preparation.","Y",8,"A","03/11/2020"
